0,206
0,393
0,1083
0,1271
0,1454
0,1741
1,46
1,151
1,480
1,960
1,1360
1,1401
1,1538
2,343
2,477
2,593
2,873
2,899
2,1210
2,1475
2,1511
2,1727
2,1994
2,2098
3,47
3,52
3,141
3,172
3,613
3,774
3,1016
3,1065
3,1078
3,1301
3,1540
3,1613
3,1639
3,1809
3,1893
3,1951
3,1994
3,2249
3,2274
4,36
4,86
4,141
4,192
4,198
4,216
4,261
4,289
4,318
4,365
4,384
4,442
4,458
4,460
4,479
4,517
4,625
4,659
4,697
4,711
4,746
4,799
4,839
4,864
4,882
4,943
4,1273
4,1295
4,1315
4,1368
4,1386
4,1391
4,1400
4,1444
4,1681
4,1766
4,1802
4,1907
4,1929
4,1975
4,1995
4,2020
4,2111
4,2124
4,2138
4,2218
4,2236
4,2244
5,44
5,364
5,867
5,906
5,979
5,1030
5,1156
5,1161
5,1212
5,1430
5,1531
5,1653
5,1836
5,2014
5,2175
5,2178
6,23
6,507
6,958
6,990
6,1081
6,2010
6,2166
7,96
7,309
7,343
7,477
7,553
7,570
7,774
7,969
7,1082
7,1619
7,1639
7,1772
7,2140
7,2212
8,37
8,162
8,478
8,505
8,665
8,712
8,1026
8,1091
8,1127
8,1152
8,1271
8,1670
8,1682
8,1699
8,1710
8,1741
8,1762
8,1786
8,1976
8,2136
8,2165
8,2176
8,2209
8,2263
9,18
9,27
9,234
9,265
9,721
9,1137
9,1166
9,1187
9,1282
9,1355
9,1390
9,1767
9,1768
9,1771
9,1852
9,1855
9,1970
10,48
10,125
10,631
10,1285
10,1440
10,1733
10,1772
12,134
12,151
12,197
12,553
12,573
12,990
12,997
12,1301
12,1540
12,1569
12,1727
12,1749
12,2105
12,2173
12,2184
12,2188
13,48
13,49
13,59
13,570
13,1001
13,1156
13,1509
13,1590
13,2148
14,760
14,1083
14,1600
14,2179
16,103
16,109
16,172
16,202
16,304
16,477
16,567
16,573
16,624
16,707
16,906
16,1292
16,1561
16,1613
16,1701
16,2148
16,2184
16,2199
16,2250
17,109
17,197
17,210
17,477
17,553
17,613
17,749
17,821
17,1001
17,1156
17,1178
17,1256
17,1854
17,2001
17,2212
18,9
18,33
18,36
18,94
18,114
18,198
18,220
18,361
18,372
18,386
18,411
18,456
18,526
18,528
18,745
18,861
18,882
18,898
18,1020
18,1047
18,1051
18,1196
18,1198
18,1213
18,1214
18,1223
18,1330
18,1386
18,1460
18,1473
18,1572
18,1588
18,1663
18,1784
18,1812
18,1822
18,1845
18,1880
18,1891
18,1900
18,1923
18,1952
18,1980
18,2042
18,2055
18,2076
18,2139
18,2180
19,95
19,116
19,219
19,958
19,1170
19,1372
19,1447
19,1625
19,1801
19,1951
19,2105
21,166
21,480
21,812
21,1109
21,1126
21,1134
21,1301
21,1412
21,1594
21,1734
21,1772
21,1854
21,2142
22,433
22,1710
22,1868
23,6
23,39
23,49
23,62
23,65
23,78
23,114
23,117
23,252
23,272
23,279
23,292
23,305
23,353
23,381
23,394
23,410
23,413
23,526
23,590
23,647
23,705
23,774
23,778
23,782
23,967
23,1021
23,1022
23,1039
23,1056
23,1066
23,1134
23,1156
23,1184
23,1293
23,1310
23,1356
23,1455
23,1520
23,1549
23,1569
23,1580
23,1582
23,1652
23,1671
23,1685
23,1727
23,1790
23,1803
23,1848
23,1858
23,1878
23,1931
23,1944
23,2003
23,2018
23,2030
23,2034
23,2040
23,2093
23,2114
23,2125
23,2153
23,2214
24,214
24,254
24,498
24,532
24,616
24,812
24,841
24,859
24,1256
24,1268
24,1346
24,1442
24,1633
24,1686
24,1713
24,1733
24,1862
24,1886
24,1940
24,2175
24,2255
26,148
26,238
26,244
26,268
26,273
26,292
26,328
26,329
26,391
26,410
26,412
26,481
26,558
26,627
26,648
26,726
26,745
26,761
26,763
26,772
26,799
26,824
26,858
26,886
26,919
26,943
26,944
26,962
26,1122
26,1221
26,1225
26,1274
26,1384
26,1414
26,1442
26,1456
26,1471
26,1626
26,1628
26,1634
26,1696
26,1708
26,1748
26,1758
26,1760
26,1773
26,1784
26,1797
26,1915
26,1922
26,1936
26,1939
26,1949
26,2006
26,2008
26,2017
26,2045
26,2052
26,2094
26,2096
26,2116
26,2118
26,2128
26,2149
26,2174
26,2178
26,2193
26,2231
26,2245
27,9
27,38
27,199
27,214
27,215
27,225
27,226
27,228
27,501
27,556
27,560
27,577
27,608
27,715
27,827
27,832
27,839
27,860
27,877
27,1005
27,1086
27,1099
27,1135
27,1138
27,1192
27,1222
27,1225
27,1227
27,1244
27,1317
27,1377
27,1409
27,1411
27,1423
27,1446
27,1460
27,1463
27,1486
27,1515
27,1570
27,1572
27,1614
27,1616
27,1633
27,1681
27,1696
27,1715
27,1747
27,1748
27,1810
27,1838
27,1873
27,1878
27,1891
27,1922
27,1926
27,1935
27,1956
27,1995
27,2006
27,2023
27,2031
27,2071
27,2079
27,2083
27,2102
27,2109
27,2125
27,2152
27,2218
27,2219
27,2229
31,51
31,366
31,507
31,1097
31,1312
31,1401
31,1470
31,1586
31,1618
31,1767
31,1801
31,1854
31,2001
31,2142
31,2173
32,33
32,34
32,92
32,96
32,116
32,153
32,165
32,220
32,262
32,274
32,298
32,314
32,321
32,331
32,355
32,373
32,378
32,395
32,418
32,483
32,534
32,535
32,553
32,676
32,694
32,717
32,831
32,930
32,943
32,1009
32,1018
32,1027
32,1062
32,1190
32,1337
32,1342
32,1354
32,1363
32,1386
32,1412
32,1522
32,1569
32,1580
32,1753
32,1781
32,1838
32,1900
32,1909
32,1939
32,1948
32,1997
32,2006
32,2054
32,2084
32,2249
32,2256
33,18
33,32
33,34
33,69
33,121
33,173
33,220
33,247
33,262
33,321
33,324
33,392
33,500
33,532
33,534
33,535
33,576
33,590
33,676
33,680
33,751
33,829
33,943
33,969
33,1009
33,1018
33,1027
33,1190
33,1354
33,1433
33,1453
33,1498
33,1541
33,1580
33,1582
33,1606
33,1625
33,1736
33,1923
33,1926
33,1939
33,2000
33,2006
33,2174
33,2192
33,2237
34,32
34,33
34,47
34,121
34,247
34,250
34,309
34,378
34,535
34,567
34,573
34,576
34,577
34,676
34,717
34,787
34,980
34,990
34,1027
34,1060
34,1062
34,1064
34,1078
34,1115
34,1342
34,1354
34,1381
34,1458
34,1463
34,1580
34,1683
34,1753
34,1781
34,1838
34,1898
34,1900
34,1939
34,2014
34,2070
34,2217
34,2249
34,2266
35,1381
36,4
36,18
36,252
36,343
36,692
36,694
36,787
36,958
36,981
36,1060
36,1097
36,1161
36,1531
36,1772
36,1781
36,1893
36,1943
36,2188
37,8
37,227
37,1230
37,1699
37,1710
37,1741
38,27
38,46
38,52
38,125
38,138
38,245
38,265
38,340
38,351
38,373
38,631
38,672
38,750
38,774
38,831
38,837
38,944
38,1012
38,1035
38,1066
38,1078
38,1157
38,1326
38,1356
38,1430
38,1734
38,1818
38,1971
38,1990
38,2065
38,2087
38,2235
38,2250
39,23
39,447
39,750
39,999
39,1156
39,1401
39,1475
39,1686
39,1722
39,2260
41,55
41,147
41,275
41,419
41,507
41,534
41,613
41,674
41,873
41,980
41,1013
41,1016
41,1034
41,1078
41,1282
41,1363
41,1372
41,1422
41,1430
41,1734
41,1767
41,1772
41,2001
41,2199
41,2232
42,694
42,873
42,1001
42,1334
42,1544
42,1809
42,1994
42,2040
42,2105
42,2247
43,262
43,488
43,1166
43,1350
43,1581
43,1734
43,2105
43,2127
43,2135
44,5
44,77
44,181
44,209
44,211
44,217
44,232
44,260
44,368
44,404
44,440
44,530
44,548
44,603
44,623
44,638
44,647
44,667
44,694
44,697
44,730
44,774
44,823
44,839
44,884
44,889
44,956
44,976
44,1025
44,1070
44,1132
44,1142
44,1187
44,1280
44,1299
44,1386
44,1429
44,1468
44,1515
44,1523
44,1528
44,1546
44,1562
44,1596
44,1606
44,1656
44,1752
44,1773
44,1785
44,1878
44,1919
44,1949
44,1971
44,1988
44,2038
44,2076
44,2102
44,2186
44,2189
44,2257
45,69
45,468
45,628
45,1470
45,1511
45,1713
45,1722
45,2105
46,1
46,38
46,124
46,153
46,212
46,228
46,250
46,308
46,319
46,321
46,337
46,413
46,458
46,461
46,548
46,608
46,621
46,686
46,724
46,728
46,778
46,865
46,874
46,886
46,968
46,992
46,1125
46,1137
46,1234
46,1274
46,1290
46,1341
46,1353
46,1393
46,1423
46,1434
46,1557
46,1566
46,1568
46,1610
46,1655
46,1656
46,1751
46,1758
46,1781
46,1789
46,1795
46,1803
46,1816
46,1904
46,1961
46,1977
46,2018
46,2030
46,2111
46,2194
46,2195
46,2224
46,2235
46,2238
46,2257
47,3
47,34
47,75
47,124
47,153
47,192
47,218
47,267
47,315
47,320
47,432
47,464
47,474
47,542
47,552
47,578
47,753
47,829
47,895
47,936
47,954
47,998
47,1015
47,1025
47,1228
47,1275
47,1332
47,1357
47,1383
47,1417
47,1434
47,1460
47,1487
47,1508
47,1582
47,1583
47,1644
47,1697
47,1730
47,1753
47,1810
47,1825
47,1838
47,1847
47,1866
47,1911
47,1963
47,1972
47,2066
47,2091
47,2097
47,2124
47,2125
47,2170
47,2216
47,2237
47,2274
48,10
48,13
48,124
48,126
48,153
48,186
48,259
48,267
48,285
48,330
48,367
48,385
48,427
48,469
48,520
48,560
48,563
48,578
48,594
48,607
48,681
48,741
48,743
48,748
48,925
48,928
48,978
48,1004
48,1055
48,1086
48,1112
48,1132
48,1154
48,1240
48,1302
48,1305
48,1340
48,1341
48,1393
48,1433
48,1448
48,1471
48,1474
48,1528
48,1596
48,1599
48,1645
48,1652
48,1716
48,1752
48,1760
48,1826
48,1845
48,1896
48,1900
48,1942
48,2069
48,2071
48,2075
48,2094
48,2123
48,2152
48,2174
48,2262
48,2271
49,13
49,23
49,52
49,70
49,74
49,159
49,160
49,226
49,232
49,234
49,252
49,313
49,342
49,355
49,363
49,400
49,516
49,541
49,594
49,606
49,618
49,662
49,707
49,731
49,746
49,750
49,754
49,757
49,850
49,868
49,890
49,919
49,966
49,972
49,983
49,994
49,1035
49,1068
49,1075
49,1089
49,1103
49,1112
49,1118
49,1134
49,1145
49,1156
49,1180
49,1199
49,1241
49,1267
49,1280
49,1328
49,1385
49,1460
49,1508
49,1523
49,1531
49,1574
49,1588
49,1597
49,1617
49,1630
49,1644
49,1671
49,1683
49,1727
49,1796
49,1837
49,1915
49,1937
49,1956
49,1957
49,1981
49,2109
49,2152
49,2219
49,2222
50,52
50,116
50,248
50,265
50,381
50,449
50,488
50,498
50,1109
50,1115
50,1350
50,1430
50,1498
50,1525
50,1671
50,1702
50,1973
50,2033
50,2184
50,2250
51,31
51,93
51,106
51,121
51,148
51,152
51,153
51,159
51,209
51,214
51,221
51,336
51,351
51,378
51,394
51,496
51,506
51,608
51,649
51,708
51,710
51,734
51,780
51,788
51,858
51,877
51,895
51,900
51,1046
51,1067
51,1125
51,1192
51,1300
51,1302
51,1397
51,1411
51,1433
51,1465
51,1469
51,1486
51,1578
51,1589
51,1601
51,1616
51,1627
51,1711
51,1747
51,1766
51,1865
51,1874
51,1926
51,2006
51,2007
51,2019
51,2082
51,2102
51,2117
51,2119
51,2131
51,2237
51,2246
52,3
52,38
52,49
52,50
52,60
52,78
52,121
52,144
52,178
52,193
52,209
52,220
52,228
52,234
52,242
52,243
52,246
52,302
52,323
52,333
52,363
52,385
52,395
52,451
52,458
52,465
52,694
52,757
52,764
52,774
52,777
52,780
52,818
52,829
52,866
52,878
52,891
52,894
52,945
52,1020
52,1033
52,1035
52,1036
52,1037
52,1108
52,1120
52,1184
52,1187
52,1200
52,1202
52,1341
52,1368
52,1376
52,1416
52,1486
52,1560
52,1588
52,1597
52,1598
52,1637
52,1677
52,1683
52,1712
52,1749
52,1781
52,1784
52,1802
52,1807
52,1833
52,1847
52,1898
52,1930
52,1933
52,1942
52,1948
52,1991
52,2006
52,2030
52,2031
52,2062
52,2064
52,2106
